GameID,SeasonID,Date,HomeTeamID,AwayTeamID,VenueID,HomeTeamScore,AwayTeamScore,Overtime,Shootout
200099,1,2000-12-12,16,15,1016,5,2,0,0
2000100,1,2001-03-10,23,32,1023,4,0,0,0
2000101,1,2001-06-15,4,25,1004,3,2,1,1
2000102,1,2001-04-11,4,7,1004,2,3,1,0
2000103,1,2001-04-03,8,28,1008,2,5,0,0
2000104,1,2001-03-29,1,10,1001,1,5,0,0
2000105,1,2000-10-11,30,13,1030,3,0,0,0
2000106,1,2001-01-14,20,10,1020,4,1,0,0
2000107,1,2001-04-28,6,23,1006,0,4,0,0
2000108,1,2001-02-14,13,8,1013,3,1,0,0
2000109,1,2000-12-06,29,6,1029,2,5,0,0
2000110,1,2001-05-26,21,23,1021,2,1,1,1
2000111,1,2001-05-22,21,12,1021,1,4,0,0
2000112,1,2000-12-22,29,21,1029,4,1,0,0
2000113,1,2001-05-18,30,5,1030,1,0,0,0
2000114,1,2000-10-01,31,24,1031,4,5,1,1
2000115,1,2001-04-05,29,30,1029,3,5,0,0
2000116,1,2000-12-21,12,15,1012,2,5,0,0
2000117,1,2000-10-07,22,9,1022,1,3,0,0
2000118,1,2001-03-31,23,2,1023,4,1,0,0
2000119,1,2000-11-17,13,25,1013,3,0,0,0
2000120,1,2001-04-21,18,30,1018,4,0,0,0
2000121,1,2001-03-04,21,7,1021,0,1,0,0
2000122,1,2000-11-26,28,30,1028,4,3,1,1
2000123,1,2000-10-05,16,9,1016,5,2,0,0
2000124,1,2001-06-09,21,18,1021,3,2,0,0
2000125,1,2000-12-17,6,13,1006,0,2,0,0
2000126,1,2001-02-08,4,14,1004,3,5,0,0
2000127,1,2000-12-13,9,31,1009,4,2,0,0
2000128,1,2000-11-27,17,22,1017,1,0,0,0
2000129,1,2000-10-29,20,7,1020,5,2,0,0
2000130,1,2001-01-21,26,32,1026,4,0,0,0
2000131,1,2001-06-04,4,31,1004,2,4,0,0
2000132,1,2000-10-30,6,7,1006,3,1,0,0
2000133,1,2000-11-15,23,9,1023,1,2,0,0
2000134,1,2000-12-15,30,28,1030,4,2,0,0
2000135,1,2000-10-02,27,10,1027,0,5,0,0
2000136,1,2001-05-03,20,1,1020,3,1,0,0
2000137,1,2001-04-01,25,30,1025,0,2,0,0
2000138,1,2000-12-10,7,17,1007,3,4,1,0
2000139,1,2000-11-12,29,17,1029,2,0,0,0
2000140,1,2001-01-25,4,3,1004,0,1,0,0
2000141,1,2001-02-03,27,20,1027,1,0,1,1
2000142,1,2000-11-21,24,25,1024,2,1,1,1
2000143,1,2000-10-24,9,30,1009,5,6,1,1
2000144,1,2001-01-30,14,31,1014,3,2,0,0
2000145,1,2001-02-07,14,2,1014,3,4,0,0
2000146,1,2001-03-03,20,32,1020,0,1,0,0
2000147,1,2001-06-05,29,22,1029,2,3,0,0
2000148,1,2001-03-02,8,27,1008,1,0,1,0
2000149,1,2000-11-04,8,26,1008,0,3,0,0
2000150,1,2000-10-20,2,24,1002,1,2,0,0
2000151,1,2001-06-06,3,32,1003,3,4,0,0
2000152,1,2001-04-26,22,25,1022,5,4,0,0
2000153,1,2001-01-06,21,32,1021,3,4,0,0
2000154,1,2001-04-13,26,6,1026,2,5,0,0
2000155,1,2001-02-04,16,27,1016,3,4,0,0
2000156,1,2001-04-07,2,3,1002,2,0,0,0
2000157,1,2001-05-02,15,18,1015,0,1,0,0
2000158,1,2000-12-01,32,19,1032,5,6,1,0
2000159,1,2001-04-15,30,26,1030,5,0,0,0
2000160,1,2000-12-11,32,21,1032,4,5,1,1
2000161,1,2001-03-19,16,25,1016,4,0,0,0
2000162,1,2001-01-23,13,15,1013,1,3,0,0
2000163,1,2001-01-31,1,21,1001,0,5,0,0
2000164,1,2001-03-08,3,28,1003,5,3,0,0
2000165,1,2001-03-14,23,29,1023,0,5,0,0
2000166,1,2000-11-03,27,12,1027,5,0,0,0
2000167,1,2001-02-19,14,29,1014,4,0,0,0
2000168,1,2001-01-19,26,13,1026,4,5,0,0
2000169,1,2001-03-17,32,16,1032,0,2,0,0
2000170,1,2000-11-19,25,17,1025,4,2,0,0
2000171,1,2001-03-07,28,27,1028,4,5,0,0
2000172,1,2001-05-14,17,32,1017,4,5,1,1
2000173,1,2000-10-18,20,31,1020,4,5,0,0
2000174,1,2001-04-27,21,2,1021,1,0,1,0
2000175,1,2001-05-20,3,14,1003,1,5,0,0
2000176,1,2001-03-15,31,21,1031,1,0,0,0
2000177,1,2000-11-06,21,1,1021,5,4,0,0
2000178,1,2000-12-07,29,20,1029,4,2,0,0
2000179,1,2000-10-17,31,30,1031,2,1,1,1
2000180,1,2001-03-23,4,11,1004,2,3,0,0
2000181,1,2001-01-09,6,5,1006,5,0,0,0
2000182,1,2001-01-02,2,16,1002,0,4,0,0
2000183,1,2001-02-16,12,1,1012,5,3,0,0
2000184,1,2001-02-26,10,25,1010,4,3,0,0
2000185,1,2001-01-08,22,10,1022,2,3,0,0
2000186,1,2001-03-24,10,3,1010,5,6,1,0
2000187,1,2001-04-10,8,13,1008,4,0,0,0
2000188,1,2001-01-05,5,7,1005,1,0,1,1
2000189,1,2000-10-06,28,11,1028,3,1,0,0
2000190,1,2001-04-12,12,3,1012,3,4,0,0
2000191,1,2001-05-13,25,32,1025,2,3,1,1
2000192,1,2001-05-12,3,20,1003,4,0,0,0
2000193,1,2001-02-12,9,11,1009,0,2,0,0
2000194,1,2001-06-08,19,21,1019,5,4,0,0
2000195,1,2001-04-24,32,9,1032,4,5,0,0
2000196,1,2001-02-13,16,1,1016,3,0,0,0
2000197,1,2000-11-22,13,5,1013,4,3,0,0
2000198,1,2001-02-10,5,31,1005,5,2,0,0
2000199,1,2000-10-27,7,14,1007,3,0,0,0
2000200,1,2001-02-20,30,22,1030,1,0,0,0
2000201,1,2001-01-16,14,28,1014,0,5,0,0
2000202,1,2000-11-11,20,2,1020,0,3,0,0
2000203,1,2000-10-03,2,21,1002,5,0,0,0
2000204,1,2001-02-22,7,29,1007,2,3,0,0
2000205,1,2001-04-23,7,1,1007,4,2,0,0
2000206,1,2001-04-29,22,20,1022,5,2,0,0
2000207,1,2001-03-18,24,32,1024,4,1,0,0
2000208,1,2000-11-13,12,32,1012,3,0,0,0
2000209,1,2000-10-23,20,29,1020,3,5,0,0
2000210,1,2001-06-12,21,19,1021,3,4,1,0
2000211,1,2000-12-05,14,26,1014,2,4,0,0
2000212,1,2001-05-04,27,30,1027,0,3,0,0
2000213,1,2000-12-03,25,21,1025,2,1,1,0
2000214,1,2001-05-17,12,31,1012,0,1,0,0
2000215,1,2000-12-23,14,32,1014,3,1,0,0
2000216,1,2001-04-09,2,26,1002,5,3,0,0
2000217,1,2000-11-10,18,2,1018,1,3,0,0
2000218,1,2000-10-21,11,32,1011,0,2,0,0
2000219,1,2000-10-14,30,18,1030,1,0,0,0
2000220,1,2000-11-20,31,28,1031,2,4,0,0
2000221,1,2001-05-21,11,5,1011,3,5,0,0
2000222,1,2001-01-01,30,25,1030,1,2,0,0
2000223,1,2001-02-01,31,1,1031,4,1,0,0
2000224,1,2001-06-07,28,25,1028,4,1,0,0
2000225,1,2000-11-29,20,9,1020,0,4,0,0
2000226,1,2001-01-17,1,26,1001,3,4,0,0
2000227,1,2001-04-22,31,7,1031,3,2,0,0
2000228,1,2000-10-15,28,22,1028,5,4,1,1
2000229,1,2001-02-06,10,23,1010,2,4,0,0
2000230,1,2000-10-25,27,9,1027,4,0,0,0
2000231,1,2000-10-22,31,8,1031,0,1,0,0
2000232,1,2000-10-09,30,16,1030,3,0,0,0
2000233,1,2001-04-14,1,18,1001,0,5,0,0
2000234,1,2000-12-29,5,21,1005,4,5,0,0
2000235,1,2001-05-31,9,1,1009,0,5,0,0
2000236,1,2001-01-11,21,15,1021,2,0,0,0
2000237,1,2001-06-11,7,13,1007,2,5,0,0
2000238,1,2000-12-09,22,21,1022,4,0,0,0
2000239,1,2001-02-28,18,12,1018,5,6,1,1
2000240,1,2001-05-27,9,32,1009,1,4,0,0
2000241,1,2001-05-16,23,21,1023,0,2,0,0
2000242,1,2000-11-14,16,12,1016,1,5,0,0
2000243,1,2001-01-20,7,25,1007,0,2,0,0
2000244,1,2000-10-10,2,6,1002,3,5,0,0
2000245,1,2001-01-10,5,1,1005,3,4,0,0
2000246,1,2000-11-05,3,17,1003,3,2,1,0
2000247,1,2000-12-16,21,14,1021,4,0,0,0
2000248,1,2001-05-09,32,11,1032,2,1,0,0
2000249,1,2001-02-15,5,30,1005,3,4,0,0
2000250,1,2001-04-17,20,4,1020,2,5,0,0
2000251,1,2000-12-08,25,5,1025,4,5,1,1
2000252,1,2001-04-06,17,23,1017,1,0,1,1
2000253,1,2000-12-18,14,15,1014,4,0,0,0
2000254,1,2001-02-09,2,25,1002,6,5,1,1
2000255,1,2001-05-24,23,18,1023,2,3,0,0
2000256,1,2001-05-19,14,16,1014,3,2,0,0
2000257,1,2000-11-25,3,25,1003,2,4,0,0
2000258,1,2000-12-24,31,15,1031,2,3,1,1
2000259,1,2001-03-22,22,19,1022,6,5,1,0
2000260,1,2000-12-20,32,20,1032,4,3,0,0
2000261,1,2001-06-03,7,26,1007,5,2,0,0
2000262,1,2001-03-01,15,5,1015,2,3,0,0
2000263,1,2000-10-28,11,21,1011,4,3,1,1
2000264,1,2000-10-26,18,8,1018,6,5,1,1
2000265,1,2000-10-04,4,6,1004,5,2,0,0
2000266,1,2000-11-18,9,28,1009,0,1,0,0
2000267,1,2000-11-09,19,32,1019,1,3,0,0
2000268,1,2001-01-13,20,6,1020,5,4,0,0
2000269,1,2000-12-30,4,23,1004,4,0,0,0
2000270,1,2000-12-04,26,31,1026,2,3,0,0
2000271,1,2000-11-02,5,15,1005,1,5,0,0
2000272,1,2001-05-11,1,6,1001,3,4,1,0
2000273,1,2001-06-02,25,8,1025,1,0,1,0
2000274,1,2000-10-13,15,11,1015,2,3,0,0
2000275,1,2001-04-20,4,17,1004,5,0,0,0
2000276,1,2000-12-28,7,5,1007,0,2,0,0
2000277,1,2000-11-23,26,2,1026,3,4,0,0
2000278,1,2001-03-09,17,8,1017,0,3,0,0
2000279,1,2001-01-15,20,21,1020,2,5,0,0
2000280,1,2000-10-08,25,2,1025,4,0,0,0
2000281,1,2001-06-01,21,29,1021,5,3,0,0
2000282,1,2001-05-29,24,23,1024,5,0,0,0
2000283,1,2000-10-16,10,17,1010,2,1,1,1
2000284,1,2001-04-04,15,10,1015,0,4,0,0
2000285,1,2001-02-18,6,10,1006,1,4,0,0
2000286,1,2000-10-31,17,11,1017,1,4,0,0
2000287,1,2001-05-15,20,5,1020,3,5,0,0
2000288,1,2001-04-19,29,27,1029,0,2,0,0
2000289,1,2001-03-27,29,32,1029,5,2,0,0
2000290,1,2001-02-21,2,19,1002,2,1,1,1
2000291,1,2000-12-19,21,17,1021,1,4,0,0
2000292,1,2001-01-29,14,27,1014,0,1,0,0
2000293,1,2001-03-16,28,10,1028,4,0,0,0
2000294,1,2000-11-16,10,20,1010,4,3,0,0
2000295,1,2001-05-06,10,2,1010,1,0,0,0
2000296,1,2001-01-22,18,19,1018,3,0,0,0
2000297,1,2001-05-08,29,7,1029,0,2,0,0
2000298,1,2000-11-08,28,32,1028,1,5,0,0
2000299,1,2001-05-10,3,12,1003,4,3,0,0
2000300,1,2001-02-11,4,1,1004,1,0,0,0
2000301,1,2001-05-05,16,24,1016,1,2,0,0
2000302,1,2001-03-13,11,15,1011,3,4,1,0
2000303,1,2001-05-23,10,4,1010,3,2,0,0
2000304,1,2001-03-12,32,28,1032,2,3,0,0
2000305,1,2001-02-23,7,18,1007,1,4,0,0
2000306,1,2001-01-18,12,10,1012,2,3,0,0
2000307,1,2001-01-04,5,27,1005,5,2,0,0
2000308,1,2001-01-03,19,12,1019,5,0,0,0
2000309,1,2000-12-27,7,15,1007,5,4,0,0
2000310,1,2000-12-14,20,16,1020,1,2,1,0
2000311,1,2001-04-16,4,28,1004,5,3,0,0
2000312,1,2001-02-27,4,15,1004,1,2,1,1
2000313,1,2001-06-14,26,9,1026,0,5,0,0
2000314,1,2001-03-30,9,26,1009,1,5,0,0
2000315,1,2001-05-07,19,24,1019,0,2,0,0
2000316,1,2001-04-25,28,4,1028,0,1,1,0
2000317,1,2000-11-24,24,21,1024,0,1,1,0
2000318,1,2000-12-02,5,4,1005,2,0,0,0
2000319,1,2001-06-10,1,4,1001,3,0,0,0
2000320,1,2001-01-28,17,18,1017,1,4,0,0
2000321,1,2000-11-28,25,1,1025,3,2,1,0
2000322,1,2001-03-28,2,28,1002,1,2,0,0
2000323,1,2001-02-25,5,10,1005,5,0,0,0
2000324,1,2001-03-25,30,20,1030,0,2,0,0
2000325,1,2000-10-19,8,20,1008,4,1,0,0
2000326,1,2001-04-08,27,14,1027,3,5,0,0
2000327,1,2000-11-30,14,30,1014,5,0,0,0
2000328,1,2001-05-25,2,27,1002,1,3,0,0
2000329,1,2001-02-05,12,21,1012,2,3,1,1
2000330,1,2001-03-06,20,25,1020,1,2,1,1
2000331,1,2000-12-26,25,6,1025,2,3,0,0
2000332,1,2000-10-12,21,20,1021,1,5,0,0
2000333,1,2001-03-11,8,16,1008,4,5,1,1
2000334,1,2001-01-07,7,23,1007,1,2,1,0
2000335,1,2001-02-24,2,22,1002,3,4,0,0
2000336,1,2001-03-21,23,24,1023,2,4,0,0
2000337,1,2001-04-30,17,9,1017,2,5,0,0
2000338,1,2001-01-27,32,4,1032,5,2,0,0
2000339,1,2001-01-26,13,1,1013,1,3,0,0
2000340,1,2001-06-13,24,18,1024,2,5,0,0
2000341,1,2001-01-24,13,22,1013,2,0,0,0
2000342,1,2000-12-31,24,10,1024,4,2,0,0
2000343,1,2001-01-12,29,19,1029,3,2,1,1
2000344,1,2001-05-01,32,26,1032,1,3,0,0
2000345,1,2001-04-02,22,13,1022,5,4,0,0
2000346,1,2000-11-07,19,26,1019,0,2,0,0
2000347,1,2001-03-26,8,4,1008,0,1,0,0
2000348,1,2001-04-18,13,28,1013,3,1,0,0
2000349,1,2001-03-05,19,31,1019,3,0,0,0
2000350,1,2001-05-28,2,5,1002,2,3,1,0
2000351,1,2000-12-25,21,3,1021,5,4,1,0
2000352,1,2001-02-02,10,9,1010,2,3,1,0
2000353,1,2001-05-30,25,22,1025,3,4,0,0
2000354,1,2000-11-01,27,7,1027,0,3,0,0
2000355,1,2001-02-17,22,23,1022,2,3,1,0
2000356,1,2001-03-20,7,32,1007,2,0,0,0
2000357,1,2000-12-12,18,25,1018,0,1,1,0
2000358,1,2001-03-10,24,28,1024,1,4,0,0
2000359,1,2001-06-15,12,18,1012,4,3,0,0
2000360,1,2001-04-11,18,16,1018,4,5,1,1
2000361,1,2001-04-03,22,29,1022,4,1,0,0
2000362,1,2001-03-29,2,29,1002,0,5,0,0
2000363,1,2000-10-11,21,4,1021,5,3,0,0
2000364,1,2001-01-14,6,16,1006,0,1,0,0
2000365,1,2001-04-28,8,31,1008,5,4,1,0
2000366,1,2001-02-14,10,31,1010,4,0,0,0
2000367,1,2000-12-06,21,11,1021,3,1,0,0
2000368,1,2001-05-26,10,6,1010,2,4,0,0
2000369,1,2001-05-22,19,9,1019,3,2,0,0
2000370,1,2000-12-22,19,29,1019,5,3,0,0
2000371,1,2001-05-18,11,2,1011,5,4,0,0
2000372,1,2000-10-01,18,14,1018,5,0,0,0
2000373,1,2001-04-05,23,31,1023,1,0,0,0
2000374,1,2000-12-21,21,13,1021,1,0,1,0
2000375,1,2000-10-07,1,9,1001,2,3,0,0
2000376,1,2001-03-31,14,11,1014,2,4,0,0
2000377,1,2000-11-17,16,3,1016,4,5,0,0
2000378,1,2001-04-21,19,6,1019,1,3,0,0
2000379,1,2001-03-04,14,22,1014,0,1,0,0
2000380,1,2000-11-26,17,15,1017,5,2,0,0
2000381,1,2000-10-05,21,28,1021,0,3,0,0
2000382,1,2001-06-09,3,16,1003,0,5,0,0
2000383,1,2000-12-17,12,4,1012,6,5,1,1
2000384,1,2001-02-08,9,4,1009,3,4,0,0
2000385,1,2000-12-13,9,25,1009,4,0,0,0
2000386,1,2000-11-27,29,1,1029,4,5,0,0
2000387,1,2000-10-29,15,22,1015,2,0,0,0
2000388,1,2001-01-21,19,2,1019,0,1,0,0
2000389,1,2001-06-04,29,14,1029,0,3,0,0
2000390,1,2000-10-30,11,3,1011,1,3,0,0
2000391,1,2000-11-15,20,19,1020,2,3,0,0
2000392,1,2000-12-15,22,7,1022,0,5,0,0
2000393,1,2000-10-02,32,5,1032,3,5,0,0
2000394,1,2001-05-03,24,11,1024,3,0,0,0
2000395,1,2001-04-01,16,18,1016,3,2,0,0
2000396,1,2000-12-10,10,1,1010,0,4,0,0
2000397,1,2000-11-12,16,13,1016,2,3,1,0
2000398,1,2001-01-25,23,27,1023,3,1,0,0
2000399,1,2001-02-03,12,20,1012,4,1,0,0
2000400,1,2000-11-21,27,26,1027,2,1,1,0
2000401,1,2000-10-24,13,2,1013,4,5,0,0
2000402,1,2001-01-30,5,16,1005,2,5,0,0
2000403,1,2001-02-07,29,31,1029,1,3,0,0
2000404,1,2001-03-03,27,1,1027,6,5,1,1
2000405,1,2001-06-05,22,15,1022,4,5,0,0
2000406,1,2001-03-02,1,17,1001,2,3,1,0
2000407,1,2000-11-04,23,20,1023,2,5,0,0
2000408,1,2000-10-20,4,8,1004,4,1,0,0
2000409,1,2001-06-06,31,19,1031,4,3,1,1
2000410,1,2001-04-26,18,17,1018,0,5,0,0
2000411,1,2001-01-06,27,24,1027,1,4,0,0
2000412,1,2001-04-13,1,5,1001,4,5,1,1
2000413,1,2001-02-04,8,3,1008,4,5,1,0
2000414,1,2001-04-07,18,27,1018,1,3,0,0
2000415,1,2001-05-02,21,8,1021,5,4,0,0
2000416,1,2000-12-01,28,23,1028,4,5,0,0
2000417,1,2001-04-15,26,5,1026,1,3,0,0
2000418,1,2000-12-11,25,11,1025,2,0,0,0
2000419,1,2001-03-19,32,22,1032,4,5,0,0
2000420,1,2001-01-23,10,22,1010,2,1,0,0
2000421,1,2001-01-31,27,8,1027,0,5,0,0
2000422,1,2001-03-08,5,17,1005,4,3,0,0
2000423,1,2001-03-14,26,30,1026,2,1,0,0
2000424,1,2000-11-03,3,27,1003,3,0,0,0
2000425,1,2001-02-19,1,29,1001,3,0,0,0
2000426,1,2001-01-19,23,25,1023,0,1,0,0
2000427,1,2001-03-17,6,12,1006,5,2,0,0
2000428,1,2000-11-19,22,12,1022,0,1,0,0
2000429,1,2001-03-07,23,22,1023,3,4,1,1
2000430,1,2001-05-14,26,7,1026,5,2,0,0
2000431,1,2000-10-18,27,22,1027,3,4,0,0
2000432,1,2001-04-27,14,23,1014,2,3,1,1
2000433,1,2001-05-20,5,18,1005,4,5,1,1
2000434,1,2001-03-15,5,22,1005,3,4,0,0
2000435,1,2000-11-06,22,30,1022,1,3,0,0
2000436,1,2000-12-07,18,7,1018,3,1,0,0
2000437,1,2000-10-17,17,29,1017,3,0,0,0
2000438,1,2001-03-23,4,21,1004,4,5,1,1
2000439,1,2001-01-09,4,26,1004,2,0,0,0
2000440,1,2001-01-02,15,19,1015,2,3,0,0
2000441,1,2001-02-16,19,28,1019,1,2,0,0
2000442,1,2001-02-26,14,21,1014,4,0,0,0
2000443,1,2001-01-08,31,10,1031,0,5,0,0
2000444,1,2001-03-24,31,17,1031,3,4,0,0
2000445,1,2001-04-10,2,18,1002,2,3,0,0
2000446,1,2001-01-05,3,11,1003,1,4,0,0
2000447,1,2000-10-06,5,29,1005,2,0,0,0
2000448,1,2001-04-12,13,16,1013,2,1,0,0
2000449,1,2001-05-13,9,8,1009,6,5,1,0
2000450,1,2001-05-12,31,32,1031,0,3,0,0
2000451,1,2001-02-12,24,9,1024,2,3,0,0
2000452,1,2001-06-08,13,26,1013,2,5,0,0
2000453,1,2001-04-24,12,22,1012,4,3,0,0
2000454,1,2001-02-13,15,29,1015,0,5,0,0
2000455,1,2000-11-22,3,22,1003,0,5,0,0
2000456,1,2001-02-10,21,25,1021,0,1,1,1
2000457,1,2000-10-27,32,12,1032,3,2,0,0
2000458,1,2001-02-20,20,18,1020,0,4,0,0
2000459,1,2001-01-16,23,3,1023,1,3,0,0
2000460,1,2000-11-11,13,19,1013,0,2,0,0
2000461,1,2000-10-03,18,21,1018,3,5,0,0
2000462,1,2001-02-22,5,28,1005,4,5,0,0
2000463,1,2001-04-23,10,30,1010,2,3,1,0
2000464,1,2001-04-29,4,18,1004,5,4,0,0
2000465,1,2001-03-18,5,12,1005,5,1,0,0
2000466,1,2000-11-13,14,12,1014,3,0,0,0
2000467,1,2000-10-23,19,20,1019,0,5,0,0
2000468,1,2001-06-12,1,23,1001,5,2,0,0
2000469,1,2000-12-05,7,21,1007,2,3,0,0
2000470,1,2001-05-04,16,31,1016,1,5,0,0
2000471,1,2000-12-03,16,11,1016,3,0,0,0
2000472,1,2001-05-17,7,22,1007,0,4,0,0
2000473,1,2000-12-23,21,30,1021,2,5,0,0
2000474,1,2001-04-09,28,21,1028,0,2,0,0
2000475,1,2000-11-10,23,12,1023,3,0,0,0
2000476,1,2000-10-21,24,1,1024,3,1,0,0
2000477,1,2000-10-14,11,6,1011,4,0,0,0
2000478,1,2000-11-20,23,15,1023,1,3,0,0
2000479,1,2001-05-21,8,14,1008,5,4,0,0
2000480,1,2001-01-01,24,6,1024,0,3,0,0
2000481,1,2001-02-01,23,1,1023,5,2,0,0
2000482,1,2001-06-07,24,3,1024,2,4,0,0
2000483,1,2000-11-29,31,25,1031,0,2,0,0
2000484,1,2001-01-17,16,23,1016,0,1,0,0
2000485,1,2001-04-22,13,9,1013,4,2,0,0
2000486,1,2000-10-15,10,19,1010,5,0,0,0
2000487,1,2001-02-06,1,16,1001,2,3,1,0
2000488,1,2000-10-25,5,26,1005,1,3,0,0
2000489,1,2000-10-22,9,3,1009,4,1,0,0
2000490,1,2000-10-09,11,10,1011,2,1,0,0
2000491,1,2001-04-14,17,27,1017,4,5,0,0
2000492,1,2000-12-29,8,23,1008,2,1,1,1
2000493,1,2001-05-31,28,31,1028,0,5,0,0
2000494,1,2001-01-11,30,2,1030,5,3,0,0
2000495,1,2001-06-11,26,16,1026,2,3,0,0
2000496,1,2000-12-09,17,28,1017,2,4,0,0
2000497,1,2001-02-28,1,24,1001,0,4,0,0
2000498,1,2001-05-27,10,27,1010,5,2,0,0
2000499,1,2001-05-16,1,2,1001,5,1,0,0
