PlayerID,SeasonID,Goals,Assists,ShotsOnGoal,BlockedShots,TimeOnIce
10,6,39,33,31,40,2535
10,7,47,48,78,11,2495
10,8,46,42,28,60,2545
10,9,5,25,54,80,1181
10,10,9,39,30,45,2218
10,11,48,8,63,28,3037
10,12,6,31,41,23,2961
10,13,1,9,35,67,2502
10,14,19,2,72,78,1160
10,15,19,9,14,78,1059
10,16,19,23,38,56,1725
10,17,41,44,27,66,2614
10,18,28,31,40,62,1330
10,19,40,10,64,54,3233
10,20,20,27,61,22,2936
11,1,46,2,75,53,1598
11,2,24,40,54,77,3063
11,3,20,46,30,76,3501
11,4,29,38,31,70,2396
11,5,43,25,52,74,2421
11,6,32,7,10,22,1294
11,7,23,31,66,56,2766
11,8,15,12,5,0,2439
11,9,12,46,65,78,3109
11,10,20,42,25,45,2703
11,11,15,4,21,8,2413
11,12,25,23,58,3,2516
11,13,48,10,80,62,3330
11,14,43,7,4,16,3750
11,15,7,31,77,78,3394
11,16,47,35,62,37,3785
11,17,16,39,51,34,2975
11,18,47,49,31,56,2539
11,19,3,46,17,25,2934
11,20,23,32,6,30,1221
12,1,21,3,55,5,2134
12,2,40,43,74,26,2187
12,3,28,44,61,12,2724
12,4,30,14,48,45,2288
12,5,2,3,8,33,3052
12,6,20,47,79,38,1717
12,7,46,41,33,65,3120
12,8,24,5,80,22,3195
12,9,42,13,4,42,3330
12,10,34,24,64,43,3449
12,11,30,49,35,50,1985
12,12,32,46,53,18,2743
12,13,22,38,68,35,3666
12,14,37,25,33,75,3177
12,15,28,24,54,18,1669
12,16,50,10,24,77,3606
12,17,22,48,28,33,3222
12,18,8,46,74,43,1741
12,19,47,14,51,5,2250
12,20,10,46,17,58,1735
13,1,22,11,30,14,2827
13,2,26,50,14,64,3362
13,3,30,24,16,0,2430
13,4,43,44,15,40,2649
13,5,29,47,78,72,2836
13,6,50,4,33,69,3407
13,7,47,26,45,32,2174
13,8,32,10,72,32,2588
13,9,11,14,58,2,2976
13,10,14,14,33,14,3817
13,11,13,32,26,19,2551
13,12,32,28,54,75,1901
13,13,15,21,30,65,1579
13,14,48,5,61,67,3034
13,15,18,14,42,31,1550
13,16,41,42,79,0,2209
13,17,37,37,23,52,1293
13,18,8,14,80,12,1381
13,19,48,34,48,11,1030
13,20,17,27,57,8,2448
14,1,25,50,69,35,2787
14,2,11,38,70,4,2004
14,3,41,1,8,7,3617
14,4,48,25,8,22,1360
14,5,50,47,47,59,2040
14,6,27,43,39,19,3624
14,7,32,41,5,22,1025
14,8,27,43,29,58,2839
14,9,47,12,65,71,2376
14,10,21,6,24,53,3144
14,11,25,37,63,23,3358
14,12,48,4,20,58,2679
14,13,3,3,25,35,1710
14,14,4,24,53,0,2314
14,15,38,33,46,54,3151
14,16,3,5,61,10,3809
14,17,11,19,64,45,3619
14,18,30,10,1,68,1164
14,19,15,13,77,24,1052
14,20,15,25,11,39,1980
15,1,44,31,63,33,1176
15,2,30,42,3,36,2812
15,3,8,40,10,10,1332
15,4,14,47,8,36,3222
15,5,33,35,62,24,1724
15,6,8,38,28,55,2473
15,7,2,28,79,69,3058
15,8,50,4,39,34,3186
15,9,9,43,19,6,2197
15,10,20,26,78,20,1215
15,11,33,15,75,52,3822
15,12,42,23,29,49,3104
15,13,15,30,44,55,3655
15,14,39,50,21,79,1338
15,15,6,22,4,54,2160
15,16,22,37,48,7,3329
15,17,13,25,29,71,1341
15,18,9,11,41,49,2754
15,19,13,37,9,54,1018
15,20,40,3,67,56,2072
16,1,2,16,71,38,2715
16,2,25,10,57,43,1868
16,3,20,18,30,59,1955
16,4,5,49,45,2,2080
16,5,2,37,40,71,3185
16,6,4,26,40,28,2390
16,7,8,41,59,27,3276
16,8,19,32,0,80,1457
16,9,16,2,4,66,2765
16,10,33,46,46,37,1979
16,11,28,50,1,37,1471
16,12,18,22,33,0,3262
16,13,45,39,61,38,1852
16,14,37,13,13,71,3482
16,15,19,20,53,46,2562
16,16,42,20,64,27,1842
16,17,28,4,46,36,3379
16,18,23,9,31,8,3761
16,19,28,5,56,69,1322
16,20,32,33,13,72,1740
17,1,23,15,60,48,1233
17,2,1,37,41,6,1268
17,3,35,50,16,51,3411
17,4,20,8,36,77,2717
17,5,47,43,29,59,2958
17,6,10,17,36,43,1674
17,7,11,26,77,53,2215
17,8,25,30,42,12,3010
17,9,9,28,19,31,3555
17,10,29,36,48,37,2428
17,11,38,50,44,64,3741
17,12,26,31,49,62,1746
17,13,30,10,28,77,1019
17,14,19,27,28,36,3250
17,15,26,20,3,66,3392
17,16,21,1,16,71,1313
17,17,22,36,34,76,1054
17,18,36,24,52,25,1207
17,19,40,40,20,13,2589
17,20,20,1,22,66,1291
18,1,23,43,54,9,2243
18,2,34,42,26,33,2661
18,3,38,6,14,48,1407
18,4,41,33,17,3,2387
18,5,6,3,28,8,1062
18,6,36,26,69,6,3233
18,7,44,9,38,46,2778
18,8,12,30,64,7,3786
18,9,50,44,67,80,1493
18,10,50,37,23,73,2172
18,11,40,36,67,64,2597
18,12,14,20,67,12,2145
18,13,9,42,22,51,2717
18,14,18,1,43,65,1426
18,15,27,10,56,6,2249
18,16,38,49,75,74,2513
18,17,18,19,54,43,3795
18,18,6,24,36,46,3200
18,19,6,3,25,64,2825
18,20,47,38,3,26,2203
19,1,10,13,41,59,1103
19,2,14,11,34,72,1838
19,3,32,5,48,1,3214
19,4,1,9,24,19,2929
19,5,21,18,62,23,3216
19,6,48,21,34,12,1651
19,7,17,26,76,8,1476
19,8,36,7,62,70,3451
19,9,26,50,34,57,2378
19,10,7,1,12,43,1992
19,11,21,3,15,23,3575
19,12,14,14,25,47,2712
19,13,37,46,39,7,1671
19,14,20,25,0,24,2199
19,15,32,28,36,50,3152
19,16,45,16,60,46,2417
19,17,26,45,61,60,2226
19,18,27,27,36,66,2189
19,19,27,20,27,4,1919
19,20,18,50,63,63,2628
20,1,23,42,63,46,3222
20,2,30,1,35,34,3436
20,3,33,46,53,62,2636
20,4,41,11,34,22,2976
20,5,26,39,6,0,3257
20,6,1,17,39,68,2950
20,7,15,1,52,11,2703
20,8,24,46,28,79,1029
20,9,27,45,19,9,2256
20,10,17,13,46,47,2264
20,11,11,25,19,73,3239
20,12,4,37,77,73,1869
20,13,25,5,9,8,1190
20,14,46,28,12,4,2518
20,15,7,8,10,52,3646
20,16,1,1,5,27,3385
20,17,30,7,4,54,2177
20,18,3,22,28,60,3815
20,19,2,2,1,59,2683
20,20,29,5,64,14,1217
21,1,25,1,30,24,2810
21,2,38,37,38,54,1904
21,3,6,34,5,13,3557
21,4,30,12,63,3,1260
21,5,41,5,56,35,2245
21,6,36,22,78,35,1917
21,7,48,16,35,8,2029
21,8,29,37,4,45,2261
21,9,9,9,46,52,2203
21,10,29,15,42,31,3017
21,11,5,23,60,48,3215
21,12,31,49,56,47,1498
21,13,19,46,20,37,1979
21,14,14,38,54,41,1764
21,15,11,46,21,69,1554
21,16,39,35,51,32,2366
21,17,15,33,42,21,2743
21,18,21,30,77,46,1890
21,19,39,29,32,27,2597
21,20,21,49,9,10,3725
22,1,14,12,80,65,2246
22,2,18,18,37,38,2167
22,3,27,26,33,34,1955
22,4,18,40,20,19,2258
22,5,19,29,77,15,1568
22,6,40,42,50,20,2104
22,7,20,15,32,5,1787
22,8,44,17,31,6,2003
22,9,22,18,58,77,1332
22,10,16,23,27,27,2194
22,11,27,31,41,59,3738
22,12,34,47,12,76,3217
22,13,31,16,10,43,2845
22,14,7,47,65,23,3840
22,15,27,30,38,26,2930
22,16,18,16,45,41,3460
22,17,43,25,34,7,1291
22,18,43,31,9,55,3298
22,19,33,20,27,21,1734
22,20,31,45,34,62,3264
23,1,41,15,56,5,2316
23,2,30,8,18,34,3388
23,3,36,8,76,65,1666
23,4,42,12,4,15,2529
23,5,16,19,39,8,1677
23,6,44,2,66,0,1907
23,7,17,11,35,16,3749
23,8,37,34,1,8,1914
23,9,5,37,59,75,1431
23,10,7,1,64,5,2170
23,11,14,20,77,75,3203
23,12,49,7,37,41,1735
23,13,14,30,44,14,1924
23,14,14,36,47,74,3256
23,15,9,39,68,79,2437
23,16,37,30,65,80,2208
23,17,4,15,59,35,3821
23,18,36,49,51,44,1409
23,19,12,46,57,56,2181
23,20,23,46,39,9,2036
24,1,2,10,8,6,2977
24,2,4,3,80,44,1937
24,3,24,13,52,69,3727
24,4,22,43,8,64,1778
24,5,24,3,2,67,2429
24,6,26,18,23,15,3015
24,7,2,6,63,78,1723
24,8,17,46,50,38,2551
24,9,3,22,52,22,1212
24,10,14,20,16,9,2569
24,11,4,33,29,50,1302
24,12,10,4,61,29,3154
24,13,21,32,58,79,2537
24,14,19,32,15,14,1219
24,15,6,44,25,31,2224
24,16,40,46,73,58,2855
24,17,45,5,17,44,2337
24,18,21,6,53,20,3579
24,19,45,25,34,65,3462
24,20,46,35,11,2,3667
25,1,42,5,48,19,3428
25,2,21,21,77,46,1635
25,3,8,3,76,63,3422
25,4,7,46,72,36,2354
25,5,31,37,39,4,3202
25,6,25,42,73,69,3213
25,7,47,41,70,20,2707
25,8,45,3,46,16,2276
25,9,14,10,17,45,2174
25,10,41,12,3,47,3232
25,11,42,9,17,45,2056
25,12,33,47,18,23,3150
25,13,26,2,3,18,2954
25,14,40,46,48,67,1393
25,15,12,5,28,69,1838
25,16,6,40,67,70,3649
25,17,20,47,79,1,3242
25,18,28,30,22,15,1877
25,19,34,27,25,63,2072
25,20,21,34,73,32,2230
26,1,44,47,79,44,3767
26,2,19,5,62,48,3729
26,3,38,49,62,2,2284
26,4,29,41,52,65,3823
26,5,9,23,48,64,1888
26,6,36,26,74,3,2270
26,7,45,36,66,40,2306
26,8,47,22,74,49,3216
26,9,19,50,65,48,1282
26,10,19,20,12,54,1479
26,11,12,18,61,1,3144
26,12,49,11,80,64,2883
26,13,11,20,2,56,1367
26,14,29,7,61,72,2210
26,15,47,10,25,17,1103
26,16,4,38,11,78,1486
26,17,21,6,18,8,1123
26,18,8,43,35,7,3750
26,19,8,1,79,78,3441
26,20,22,27,23,76,3175
27,1,43,40,66,48,3346
27,2,22,48,40,33,3631
27,3,26,38,30,50,2255
27,4,42,34,68,15,3280
27,5,31,16,21,21,1891
27,6,42,15,11,20,1429
27,7,31,35,19,50,3592
27,8,11,31,73,23,1133
27,9,19,46,40,22,1439
27,10,26,16,40,45,2673
27,11,40,43,46,18,1786
27,12,27,25,1,74,3560
27,13,43,22,37,39,3573
27,14,11,26,3,13,3669
27,15,50,36,32,40,1952
27,16,36,11,43,12,2726
27,17,3,33,41,28,3046
27,18,5,45,57,68,3413
27,19,32,18,59,37,1536
27,20,3,29,10,43,1466
28,1,37,10,67,76,2648
28,2,42,44,24,22,3222
28,3,45,6,60,35,3206
28,4,40,1,54,26,2500
28,5,43,15,10,48,2361
28,6,5,23,65,57,1232
28,7,10,17,57,7,1137
28,8,8,6,64,12,1408
28,9,24,16,43,65,1081
28,10,32,17,69,15,3783
28,11,45,2,45,48,1772
28,12,24,31,23,13,2372
28,13,34,9,7,1,1722
28,14,10,14,35,13,2705
28,15,49,23,64,42,2593
28,16,47,42,2,75,1940
28,17,25,1,22,78,3169
28,18,25,19,70,19,1189
28,19,46,11,29,37,2441
28,20,7,38,31,51,1360
29,1,25,2,8,80,1611
29,2,49,24,58,29,3497
29,3,11,43,25,26,3031
29,4,27,44,59,35,3767
29,5,41,12,55,31,3627
29,6,8,41,24,72,3360
29,7,46,49,15,40,1125
29,8,46,21,4,23,3797
29,9,46,23,62,29,2164
29,10,2,3,78,28,2497
29,11,45,23,12,21,3564
29,12,36,24,71,60,1524
29,13,8,16,64,17,1259
29,14,14,9,5,68,3453
29,15,10,31,45,23,2582
29,16,15,35,19,22,1361
29,17,22,29,76,72,3052
29,18,17,43,24,70,1151
29,19,14,26,35,2,1912
29,20,30,49,66,61,1086
30,1,23,47,73,77,3001
30,2,22,23,5,16,1643
30,3,28,25,76,73,2877
30,4,21,27,68,20,2017
30,5,23,35,36,73,2004
30,6,12,31,78,5,1850
30,7,17,37,5,10,1228
30,8,1,20,54,0,3337
30,9,25,27,24,28,1924
30,10,23,19,43,17,2121
30,11,6,41,40,4,3347
30,12,6,5,41,60,3472
30,13,3,38,66,40,3592
30,14,43,4,47,21,2684
30,15,40,47,24,56,2745
30,16,16,47,65,1,1927
30,17,44,17,21,8,2446
30,18,42,36,13,17,2927
30,19,35,30,44,73,1646
30,20,1,17,13,71,2168
31,1,4,18,74,1,2121
31,2,16,37,43,19,3358
31,3,6,2,31,36,2997
31,4,41,4,50,38,3752
31,5,31,42,22,72,1328
31,6,19,14,74,75,2284
31,7,24,3,79,3,1715
31,8,10,44,46,38,2094
31,9,34,6,54,11,1927
31,10,25,3,15,0,2942
31,11,19,10,74,75,1833
31,12,24,6,12,19,2883
31,13,13,20,34,22,2013
31,14,42,43,33,66,3615
31,15,49,9,63,59,1672
31,16,25,47,60,43,3773
31,17,15,2,34,7,3564
31,18,11,32,47,58,2993
31,19,41,49,74,54,3248
31,20,21,14,15,37,1588
32,1,45,33,48,50,3432
32,2,13,28,37,38,2976
32,3,3,43,34,73,1376
32,4,10,18,40,8,3111
32,5,37,19,53,58,1874
32,6,30,6,53,14,1871
32,7,24,8,70,28,1294
32,8,7,23,75,55,2827
32,9,47,10,11,45,1191
32,10,47,1,79,52,1269
32,11,17,43,29,49,2801
32,12,7,22,62,27,2789
32,13,37,40,10,56,1093
32,14,41,26,80,56,2197
32,15,4,49,34,38,3754
32,16,33,36,44,17,2584
32,17,42,16,61,80,1604
32,18,34,37,59,62,1951
32,19,47,29,62,29,1236
32,20,27,1,41,27,1325
33,1,10,42,40,44,3631
33,2,18,35,57,31,1865
33,3,23,4,20,20,2809
33,4,20,3,78,24,2042
33,5,47,20,10,79,3347
33,6,16,45,21,56,2615
33,7,15,13,52,35,3681
33,8,27,17,46,50,3146
33,9,2,7,9,21,3795
33,10,17,26,1,46,3071
33,11,43,49,20,80,2857
33,12,36,14,4,68,2319
33,13,7,24,53,24,3521
33,14,9,8,64,72,3343
33,15,30,13,1,28,1794
33,16,19,16,35,74,3353
33,17,46,12,70,67,3364
33,18,45,39,70,37,3544
33,19,37,36,31,12,1748
33,20,35,22,19,0,2851
34,1,34,31,56,50,2692
34,2,43,34,77,59,1170
34,3,44,20,57,20,3736
34,4,6,49,8,60,3791
34,5,21,44,48,52,2795
34,6,16,5,21,25,3505
34,7,36,4,78,79,2897
34,8,48,38,76,0,2419
34,9,41,43,65,29,2169
34,10,50,29,9,79,1734
34,11,48,5,40,62,1024
34,12,44,8,24,10,1329
34,13,4,41,70,73,2888
34,14,46,4,7,72,1715
34,15,7,15,72,26,1877
34,16,30,31,33,3,2784
34,17,30,39,16,2,2806
34,18,14,40,43,27,3106
34,19,31,27,54,75,2269
34,20,10,19,46,67,3271
35,1,16,40,18,16,2631
35,2,6,27,46,1,3166
35,3,24,24,59,15,2629
35,4,5,32,46,25,3704
35,5,39,8,69,69,3043
35,6,4,1,64,58,1362
35,7,32,5,78,24,3419
35,8,7,34,49,72,3006
35,9,39,1,46,14,1099
35,10,39,50,69,46,1111
35,11,24,35,50,36,3190
35,12,7,29,12,62,1731
35,13,7,47,2,71,3356
35,14,6,2,0,18,3634
35,15,26,45,40,35,3287
35,16,27,30,65,15,3679
35,17,3,10,64,53,2559
35,18,41,16,36,62,3742
35,19,33,42,72,39,3564
35,20,7,4,68,37,2268
36,1,43,40,67,74,1175
36,2,19,49,2,13,1294
36,3,48,37,57,68,3766
36,4,31,29,62,10,1356
36,5,9,43,54,44,2026
36,6,19,7,15,33,2757
36,7,36,38,55,28,1093
36,8,41,48,62,75,2865
36,9,11,24,0,14,2227
36,10,24,28,26,6,2071
36,11,50,2,39,13,3454
36,12,28,30,6,42,3126
36,13,17,48,18,21,1204
36,14,37,30,41,65,3070
36,15,32,13,80,51,2152
36,16,17,22,73,18,1091
36,17,45,12,40,31,2862
36,18,19,2,75,20,3223
36,19,25,22,69,27,1990
36,20,7,34,14,32,2663
37,1,3,7,74,12,1217
37,2,21,46,42,24,3135
37,3,36,36,15,62,3715
37,4,14,33,38,17,2553
37,5,39,9,45,47,1466
37,6,14,43,46,36,1704
37,7,3,33,31,66,2962
37,8,5,27,38,36,2809
37,9,46,40,43,24,2670
37,10,9,37,2,16,1085
37,11,23,24,67,40,1353
37,12,20,14,52,63,2228
37,13,45,15,79,38,1251
37,14,33,14,22,27,1402
37,15,36,32,53,46,2703
37,16,13,21,39,59,3194
37,17,41,50,77,59,1934
37,18,7,9,49,75,2952
37,19,1,42,60,14,1906
37,20,27,27,0,40,1745
38,1,22,10,60,11,3550
38,2,22,33,36,41,1722
38,3,48,32,79,29,1322
38,4,25,49,4,58,3353
38,5,39,22,39,49,1567
38,6,15,40,60,14,2265
38,7,8,46,74,29,3439
38,8,22,26,75,66,3378
38,9,7,41,17,66,3748
38,10,35,40,42,67,1393
38,11,18,34,36,78,2014
38,12,16,43,68,1,2422
38,13,21,40,21,73,2226
38,14,18,42,48,55,2791
38,15,15,10,37,47,1540
38,16,6,49,80,27,1082
38,17,50,27,66,37,2060
38,18,15,46,75,2,2822
38,19,17,21,2,29,3664
38,20,7,7,55,23,2731
39,1,32,30,7,35,1925
39,2,6,47,41,60,3784
39,3,11,29,76,39,1251
39,4,34,27,43,23,1981
39,5,28,16,26,19,1045
39,6,11,37,57,73,2509
39,7,10,26,31,21,3064
39,8,12,27,13,59,2305
39,9,32,40,75,30,3000
39,10,36,40,53,5,3304
39,11,48,40,12,74,2774
39,12,14,26,4,70,1974
39,13,15,39,64,29,1590
39,14,13,35,34,8,3575
39,15,9,40,79,79,1217
39,16,21,18,64,75,1618
39,17,38,32,22,53,2873
39,18,35,49,6,1,3283
39,19,30,50,0,2,2199
39,20,41,46,39,9,2656
40,1,34,7,27,23,2208
40,2,7,47,0,44,1202
40,3,22,17,27,50,2285
40,4,13,2,60,42,3027
40,5,26,28,37,47,2507
40,6,38,7,20,72,1927
40,7,44,38,74,11,2535
40,8,18,19,34,54,3593
40,9,46,6,17,24,2809
40,10,44,11,47,5,3393
40,11,7,34,48,10,2133
40,12,46,11,47,64,2739
40,13,16,22,61,66,1324
40,14,15,23,22,68,1256
40,15,12,31,28,47,1221
40,16,48,11,21,1,1749
40,17,4,2,55,72,2740
40,18,31,22,21,22,3541
40,19,18,47,12,15,2495
40,20,23,39,37,10,3099
41,1,37,2,20,16,3088
41,2,19,23,5,11,1987
41,3,12,27,72,55,2537
41,4,18,20,9,18,2533
41,5,46,38,33,18,3372
41,6,12,5,56,31,2360
41,7,20,18,76,73,1500
41,8,44,32,18,61,2545
41,9,10,50,77,22,1824
41,10,7,42,35,26,3031
41,11,46,1,16,23,3244
41,12,46,35,32,31,3259
41,13,24,31,14,16,3840
41,14,33,45,51,71,1198
41,15,23,11,18,56,3452
41,16,5,45,12,44,1950
41,17,19,19,5,47,2448
41,18,11,6,52,22,3554
41,19,49,9,41,19,1327
41,20,40,24,11,67,2344
42,1,27,12,71,41,2506
42,2,10,20,73,68,2759
42,3,1,2,12,6,2811
42,4,5,28,0,58,1319
42,5,1,41,80,31,2006
42,6,34,42,64,63,3176
42,7,39,24,18,64,1068
42,8,17,24,22,71,2374
42,9,3,22,53,74,1268
42,10,27,13,74,51,2860
42,11,47,11,67,24,3603
42,12,1,27,14,20,3298
42,13,16,16,36,61,3113
42,14,45,7,16,59,2423
42,15,31,7,42,39,3718
42,16,34,34,12,24,3514
42,17,37,45,29,11,1775
42,18,21,14,37,14,1342
42,19,14,14,70,61,2026
42,20,14,5,54,58,1838
43,1,44,25,33,67,1950
43,2,9,17,52,18,1846
43,3,40,3,5,44,1065
43,4,39,23,73,18,3308
43,5,35,30,21,66,3334
43,6,2,4,70,1,2016
43,7,21,29,53,72,1628
43,8,26,10,0,74,2342
43,9,42,25,30,28,3478
43,10,47,12,31,47,3545
43,11,30,4,75,42,2582
43,12,3,39,63,60,2224
43,13,38,11,61,25,1801
43,14,10,5,26,15,1551
43,15,36,35,1,45,3386
43,16,9,13,32,20,3400
43,17,32,28,42,52,1319
43,18,44,3,44,71,3085
43,19,21,39,2,76,1554
43,20,47,3,38,27,1980
44,1,22,21,80,25,3185
44,2,26,24,49,45,3758
44,3,11,16,3,68,2386
44,4,37,27,62,11,1694
44,5,40,15,72,45,3648
44,6,49,35,39,75,1956
44,7,27,33,8,58,2396
44,8,38,20,48,11,1174
44,9,9,7,7,78,2112
44,10,31,26,74,51,1430
44,11,14,34,22,35,2101
44,12,8,8,22,22,2296
44,13,47,41,16,29,1197
44,14,46,39,9,68,3491
44,15,40,29,62,3,2860
44,16,31,21,66,43,1031
44,17,49,13,39,54,1260
44,18,16,40,77,22,3303
44,19,10,21,39,60,1190
44,20,39,33,32,43,1892
45,1,47,13,44,49,2975
45,2,39,46,47,29,1374
45,3,12,23,49,0,2774
45,4,48,19,0,28,1263
45,5,4,37,11,34,2553
45,6,40,10,9,7,1390
45,7,3,47,47,6,3313
45,8,5,1,1,66,1162
45,9,15,40,55,18,1903
45,10,9,17,70,66,1741
45,11,27,36,28,8,1375
45,12,18,28,56,43,2201
45,13,37,33,52,34,2485
45,14,40,11,69,58,3362
45,15,10,50,10,40,1849
45,16,47,39,47,65,1934
45,17,50,1,65,55,1356
45,18,13,8,23,15,1763
45,19,9,28,69,78,2104
45,20,3,49,72,80,2495
46,1,34,10,25,61,1352
46,2,41,43,26,77,1198
46,3,21,4,49,8,1943
46,4,2,6,43,56,2687
46,5,24,25,7,32,3121
46,6,15,1,22,31,3504
46,7,13,39,28,3,1106
46,8,31,13,13,0,3373
46,9,5,46,36,26,1957
46,10,37,19,36,21,2013
46,11,36,42,17,22,1839
46,12,15,35,60,34,2122
46,13,46,33,72,18,2532
46,14,14,7,58,6,3227
46,15,35,33,14,3,2850
46,16,15,44,61,63,1640
46,17,23,34,63,65,1281
46,18,30,16,47,19,1503
46,19,3,30,40,38,2108
46,20,1,26,49,49,1190
47,1,39,48,36,73,2709
47,2,32,16,53,54,1699
47,3,50,1,25,8,3431
47,4,38,33,8,66,2176
47,5,5,7,34,0,1664
47,6,17,4,59,56,3310
47,7,10,49,63,59,3478
