GameID,SeasonID,GameDate,HomeTeamID,AwayTeamID,VenueID,HomeTeamScore,AwayTeamScore,Overtime,Shootout
200045,1,2/11/2001,19,18,1019,6,5,1,0
200046,1,3/26/2001,26,18,1026,4,3,0,0
200047,1,10/8/2000,4,25,1004,4,2,0,0
200048,1,4/19/2001,19,28,1019,5,0,0,0
200049,1,5/27/2001,16,10,1016,4,1,0,0
200050,1,2/27/2001,16,27,1016,0,3,0,0
200051,1,3/20/2001,32,30,1032,5,6,1,0
200052,1,6/9/2001,9,3,1009,4,3,0,0
200053,1,2/19/2001,19,4,1019,0,1,0,0
200054,1,12/24/2000,24,3,1024,3,5,0,0
200055,1,10/12/2000,28,6,1028,1,4,0,0
200056,1,10/17/2000,10,22,1010,2,1,1,1
200057,1,1/21/2001,26,28,1026,0,5,0,0
200058,1,10/29/2000,22,25,1022,4,5,0,0
200059,1,4/10/2001,4,10,1004,5,1,0,0
200060,1,12/13/2000,21,9,1021,5,6,1,1
200061,1,6/4/2001,20,10,1020,1,0,0,0
200062,1,12/3/2000,31,26,1031,2,4,0,0
200063,1,2/8/2001,28,5,1028,5,2,0,0
200064,1,3/5/2001,3,29,1003,1,3,0,0
200065,1,2/6/2001,19,17,1019,0,1,0,0
200066,1,5/8/2001,31,30,1031,0,2,0,0
200067,1,12/19/2000,15,8,1015,0,1,0,0
200068,1,2/16/2001,7,5,1007,3,4,1,0
200069,1,4/7/2001,29,30,1029,4,3,1,1
200070,1,3/3/2001,23,32,1023,0,2,0,0
200071,1,1/15/2001,23,7,1023,4,5,0,0
200072,1,3/27/2001,2,26,1002,0,4,0,0
200073,1,4/20/2001,10,18,1010,1,3,0,0
200074,1,1/20/2001,10,32,1010,2,4,0,0
200075,1,10/6/2000,23,19,1023,2,0,0,0
200076,1,10/5/2000,30,3,1030,2,0,0,0
200077,1,11/24/2000,18,28,1018,2,3,1,1
200078,1,3/23/2001,26,14,1026,1,3,0,0
200079,1,11/26/2000,2,12,1002,5,2,0,0
200080,1,12/16/2000,19,9,1019,2,1,1,1
200081,1,11/19/2000,23,22,1023,6,5,1,1
200082,1,11/11/2000,32,29,1032,1,2,1,1
200083,1,11/22/2000,17,21,1017,1,4,0,0
200084,1,12/2/2000,31,7,1031,1,0,0,0
200085,1,2/1/2001,13,26,1013,2,3,0,0
200086,1,5/2/2001,9,17,1009,4,2,0,0
200087,1,5/15/2001,29,3,1029,2,3,1,1
200088,1,11/5/2000,10,27,1010,0,2,0,0
200089,1,6/12/2001,27,2,1027,5,4,0,0
200090,1,5/20/2001,26,23,1026,5,1,0,0
200091,1,2/25/2001,28,18,1028,1,5,0,0
200092,1,1/12/2001,22,13,1022,2,1,0,0
200093,1,10/4/2000,30,7,1030,2,5,0,0
200094,1,12/9/2000,29,24,1029,1,2,1,1
200095,1,2/20/2001,11,24,1011,1,2,0,0
200096,1,1/14/2001,6,14,1006,2,1,1,0
200097,1,2/22/2001,27,13,1027,5,4,0,0
200098,1,1/5/2001,23,3,1023,4,0,0,0
200099,1,10/15/2000,31,2,1031,4,2,0,0
2000100,1,1/1/2001,30,22,1030,0,2,0,0
2000101,1,6/15/2001,16,25,1016,2,3,0,0
2000102,1,2/18/2001,8,6,1008,0,1,1,1
2000103,1,5/3/2001,25,24,1025,2,5,0,0
2000104,1,4/8/2001,5,13,1005,1,0,1,1
2000105,1,11/2/2000,22,24,1022,2,4,0,0
2000106,1,5/7/2001,6,4,1006,1,2,0,0
2000107,1,3/1/2001,20,31,1020,5,6,1,1
2000108,1,11/17/2000,21,6,1021,5,0,0,0
2000109,1,10/23/2000,26,20,1026,0,3,0,0
2000110,1,12/28/2000,17,28,1017,4,3,0,0
2000111,1,10/30/2000,2,25,1002,4,0,0,0
2000112,1,4/11/2001,32,15,1032,5,0,0,0
2000113,1,4/13/2001,22,7,1022,2,3,0,0
2000114,1,10/22/2000,1,7,1001,3,0,0,0
2000115,1,12/8/2000,9,7,1009,6,5,1,0
2000116,1,10/13/2000,23,20,1023,4,3,0,0
2000117,1,5/19/2001,9,15,1009,1,3,0,0
2000118,1,4/25/2001,6,29,1006,3,0,0,0
2000119,1,4/3/2001,30,15,1030,2,1,0,0
2000120,1,1/4/2001,29,23,1029,3,1,0,0
2000121,1,2/28/2001,9,29,1009,5,3,0,0
2000122,1,3/12/2001,29,8,1029,4,0,0,0
2000123,1,10/14/2000,10,6,1010,3,4,1,1
2000124,1,10/2/2000,12,13,1012,2,0,0,0
2000125,1,4/26/2001,2,13,1002,3,2,0,0
2000126,1,1/27/2001,5,2,1005,1,5,0,0
2000127,1,12/5/2000,19,3,1019,0,1,1,1
2000128,1,5/12/2001,12,3,1012,2,1,0,0
2000129,1,12/23/2000,21,22,1021,5,0,0,0
2000130,1,2/14/2001,27,18,1027,4,0,0,0
2000131,1,6/11/2001,11,6,1011,4,3,0,0
2000132,1,5/10/2001,25,18,1025,5,4,0,0
2000133,1,4/22/2001,7,20,1007,3,2,0,0
2000134,1,10/21/2000,8,24,1008,2,1,1,0
2000135,1,4/2/2001,31,14,1031,0,5,0,0
2000136,1,1/19/2001,6,30,1006,2,5,0,0
2000137,1,12/11/2000,6,1,1006,1,3,0,0
2000138,1,3/16/2001,10,17,1010,2,3,1,1
2000139,1,11/1/2000,21,4,1021,4,3,0,0
2000140,1,10/27/2000,25,29,1025,5,3,0,0
2000141,1,12/29/2000,26,11,1026,2,4,0,0
2000142,1,6/14/2001,17,22,1017,3,2,0,0
2000143,1,1/29/2001,25,4,1025,1,3,0,0
2000144,1,11/7/2000,15,10,1015,4,2,0,0
2000145,1,10/25/2000,19,1,1019,3,4,1,1
2000146,1,12/1/2000,18,26,1018,1,3,0,0
2000147,1,1/10/2001,20,15,1020,4,5,0,0
2000148,1,5/13/2001,18,27,1018,0,4,0,0
2000149,1,2/5/2001,28,8,1028,1,3,0,0
2000150,1,10/18/2000,8,10,1008,4,3,0,0
2000151,1,3/24/2001,13,31,1013,1,2,0,0
2000152,1,11/13/2000,27,15,1027,1,2,1,0
2000153,1,5/9/2001,32,8,1032,5,0,0,0
2000154,1,3/18/2001,5,15,1005,1,0,1,1
2000155,1,6/5/2001,23,4,1023,0,5,0,0
2000156,1,1/16/2001,32,1,1032,1,5,0,0
2000157,1,1/26/2001,1,5,1001,2,1,1,1
2000158,1,11/10/2000,24,29,1024,1,2,1,1
2000159,1,5/31/2001,25,5,1025,0,2,0,0
2000160,1,4/1/2001,23,25,1023,5,4,1,0
2000161,1,1/31/2001,3,17,1003,0,1,0,0
2000162,1,5/18/2001,32,12,1032,5,3,0,0
2000163,1,2/26/2001,15,26,1015,0,3,0,0
2000164,1,4/12/2001,21,8,1021,5,3,0,0
2000165,1,12/6/2000,25,16,1025,5,0,0,0
2000166,1,3/10/2001,22,30,1022,0,4,0,0
2000167,1,3/31/2001,29,4,1029,5,4,1,1
2000168,1,4/15/2001,15,13,1015,1,2,0,0
2000169,1,6/7/2001,25,17,1025,4,5,0,0
2000170,1,11/3/2000,30,11,1030,4,1,0,0
2000171,1,1/23/2001,2,5,1002,4,3,1,1
2000172,1,6/1/2001,24,14,1024,6,5,1,0
2000173,1,12/4/2000,22,27,1022,0,2,0,0
2000174,1,5/26/2001,30,32,1030,2,5,0,0
2000175,1,3/25/2001,9,32,1009,2,3,0,0
2000176,1,12/31/2000,27,17,1027,5,0,0,0
2000177,1,3/30/2001,12,16,1012,3,2,0,0
2000178,1,1/17/2001,4,3,1004,4,5,0,0
2000179,1,1/18/2001,12,4,1012,2,3,1,1
2000180,1,5/21/2001,16,31,1016,4,0,0,0
2000181,1,1/24/2001,21,13,1021,5,2,0,0
2000182,1,3/28/2001,8,1,1008,4,5,1,0
2000183,1,5/29/2001,32,6,1032,2,1,0,0
2000184,1,4/30/2001,14,25,1014,5,3,0,0
2000185,1,5/11/2001,15,6,1015,4,0,0,0
2000186,1,5/28/2001,12,27,1012,3,1,0,0
2000187,1,2/23/2001,15,22,1015,0,5,0,0
2000188,1,12/7/2000,22,1,1022,4,1,0,0
2000189,1,1/2/2001,12,24,1012,3,4,0,0
2000190,1,12/30/2000,17,12,1017,0,5,0,0
2000191,1,6/13/2001,9,4,1009,5,6,1,0
2000192,1,10/11/2000,25,10,1025,0,3,0,0
2000193,1,12/17/2000,26,22,1026,5,0,0,0
2000194,1,4/16/2001,10,30,1010,4,3,0,0
2000195,1,5/4/2001,14,23,1014,5,1,0,0
2000196,1,2/4/2001,19,30,1019,1,4,0,0
2000197,1,10/1/2000,18,9,1018,0,1,0,0
2000198,1,10/10/2000,16,20,1016,4,0,0,0
2000199,1,2/9/2001,8,19,1008,0,1,0,0
2000200,1,6/6/2001,32,13,1032,5,4,0,0
2000201,1,11/14/2000,11,13,1011,1,2,0,0
2000202,1,3/13/2001,22,17,1022,4,2,0,0
2000203,1,1/9/2001,24,2,1024,5,6,1,1
2000204,1,3/14/2001,16,1,1016,3,2,0,0
2000205,1,3/19/2001,11,16,1011,5,6,1,1
2000206,1,1/3/2001,28,29,1028,0,2,0,0
2000207,1,12/22/2000,23,11,1023,0,4,0,0
2000208,1,10/31/2000,4,1,1004,0,2,0,0
2000209,1,2/24/2001,29,31,1029,3,2,0,0
2000210,1,11/15/2000,20,18,1020,4,1,0,0
2000211,1,12/25/2000,31,23,1031,6,5,1,1
2000212,1,2/17/2001,12,22,1012,2,4,0,0
2000213,1,1/30/2001,19,20,1019,0,2,0,0
2000214,1,2/3/2001,13,30,1013,0,5,0,0
2000215,1,1/7/2001,6,7,1006,1,2,0,0
2000216,1,11/12/2000,17,20,1017,0,1,1,0
2000217,1,6/2/2001,16,28,1016,4,0,0,0
2000218,1,5/5/2001,1,25,1001,4,0,0,0
2000219,1,3/7/2001,10,2,1010,3,4,1,1
2000220,1,10/16/2000,26,8,1026,0,1,0,0
2000221,1,2/7/2001,31,24,1031,3,4,1,0
2000222,1,4/23/2001,1,14,1001,5,3,0,0
2000223,1,11/25/2000,24,21,1024,5,0,0,0
2000224,1,12/10/2000,28,14,1028,0,3,0,0
2000225,1,2/12/2001,8,4,1008,0,1,0,0
2000226,1,10/19/2000,1,10,1001,4,3,0,0
2000227,1,10/26/2000,18,32,1018,5,2,0,0
2000228,1,1/8/2001,22,23,1022,3,2,1,0
2000229,1,10/24/2000,24,22,1024,5,1,0,0
2000230,1,11/21/2000,11,8,1011,5,0,0,0
2000231,1,12/20/2000,14,31,1014,1,4,0,0
2000232,1,1/25/2001,3,11,1003,0,1,0,0
2000233,1,3/8/2001,2,18,1002,4,1,0,0
2000234,1,10/20/2000,31,9,1031,4,1,0,0
2000235,1,2/13/2001,20,7,1020,0,1,1,0
2000236,1,10/28/2000,17,19,1017,5,2,0,0
2000237,1,12/14/2000,25,15,1025,1,2,1,1
2000238,1,3/9/2001,14,2,1014,1,2,0,0
2000239,1,5/6/2001,31,32,1031,5,4,1,1
2000240,1,4/21/2001,24,25,1024,5,0,0,0
2000241,1,1/28/2001,13,2,1013,3,5,0,0
2000242,1,11/9/2000,30,31,1030,0,4,0,0
2000243,1,10/9/2000,17,10,1017,3,4,0,0
2000244,1,11/27/2000,6,28,1006,5,4,0,0
2000245,1,12/15/2000,3,12,1003,0,5,0,0
2000246,1,2/21/2001,25,2,1025,1,0,0,0
2000247,1,1/11/2001,1,8,1001,0,5,0,0
2000248,1,5/23/2001,25,7,1025,4,1,0,0
2000249,1,5/1/2001,14,13,1014,1,2,0,0
2000250,1,4/4/2001,11,22,1011,5,4,1,0
2000251,1,3/6/2001,21,14,1021,3,4,1,1
2000252,1,4/14/2001,11,19,1011,1,5,0,0
2000253,1,2/10/2001,32,3,1032,3,5,0,0
2000254,1,3/15/2001,10,5,1010,2,4,0,0
2000255,1,12/27/2000,6,25,1006,3,5,0,0
2000256,1,5/24/2001,3,24,1003,5,3,0,0
2000257,1,3/11/2001,9,16,1009,3,0,0,0
2000258,1,11/23/2000,14,32,1014,2,0,0,0
2000259,1,11/28/2000,27,5,1027,4,1,0,0
2000260,1,12/18/2000,13,16,1013,5,4,0,0
2000261,1,4/29/2001,30,5,1030,0,2,0,0
2000262,1,11/30/2000,26,31,1026,0,5,0,0
2000263,1,4/9/2001,10,15,1010,2,1,0,0
2000264,1,5/30/2001,20,21,1020,3,4,1,0
2000265,1,1/22/2001,1,30,1001,2,3,0,0
2000266,1,4/27/2001,12,17,1012,0,4,0,0
2000267,1,3/29/2001,15,16,1015,3,2,1,1
2000268,1,5/17/2001,22,5,1022,3,2,0,0
2000269,1,5/14/2001,29,1,1029,4,2,0,0
2000270,1,1/13/2001,18,2,1018,5,2,0,0
2000271,1,3/17/2001,4,30,1004,4,1,0,0
2000272,1,5/25/2001,20,22,1020,2,3,1,0
2000273,1,4/6/2001,5,17,1005,4,1,0,0
2000274,1,12/26/2000,21,1,1021,1,4,0,0
2000275,1,11/8/2000,21,29,1021,2,4,0,0
2000276,1,11/16/2000,13,19,1013,2,0,0,0
2000277,1,10/7/2000,9,28,1009,1,0,1,0
2000278,1,3/2/2001,15,28,1015,0,5,0,0
2000279,1,4/17/2001,18,12,1018,4,0,0,0
2000280,1,2/15/2001,28,17,1028,4,1,0,0
2000281,1,4/28/2001,21,5,1021,1,3,0,0
2000282,1,5/16/2001,2,9,1002,2,1,0,0
2000283,1,6/8/2001,5,25,1005,1,5,0,0
2000284,1,11/4/2000,18,5,1018,0,4,0,0
2000285,1,3/4/2001,24,20,1024,3,1,0,0
2000286,1,12/12/2000,24,12,1024,0,5,0,0
2000287,1,12/21/2000,25,1,1025,0,1,0,0
2000288,1,3/21/2001,7,16,1007,2,1,0,0
2000289,1,10/3/2000,12,14,1012,1,0,0,0
2000290,1,4/5/2001,1,6,1001,4,3,0,0
2000291,1,11/20/2000,26,30,1026,0,4,0,0
2000292,1,6/3/2001,5,18,1005,3,0,0,0
2000293,1,3/22/2001,9,22,1009,1,2,0,0
2000294,1,4/18/2001,21,15,1021,2,0,0,0
2000295,1,11/6/2000,12,30,1012,0,5,0,0
2000296,1,5/22/2001,5,21,1005,5,6,1,1
2000297,1,2/2/2001,16,13,1016,4,0,0,0
2000298,1,4/24/2001,3,7,1003,0,1,0,0
2000299,1,11/18/2000,18,11,1018,5,3,0,0
2000300,1,6/10/2001,15,7,1015,2,1,1,0
2000301,1,11/29/2000,4,12,1004,4,1,0,0
2000302,1,1/6/2001,3,27,1003,4,0,0,0
2000303,1,2/11/2001,6,23,1006,4,2,0,0
2000304,1,3/26/2001,3,13,1003,3,4,0,0
2000305,1,10/8/2000,16,24,1016,2,5,0,0
2000306,1,4/19/2001,18,10,1018,3,0,0,0
2000307,1,5/27/2001,30,20,1030,5,2,0,0
2000308,1,2/27/2001,12,18,1012,2,1,1,1
2000309,1,3/20/2001,28,13,1028,5,0,0,0
2000310,1,6/9/2001,24,10,1024,5,2,0,0
2000311,1,2/19/2001,3,8,1003,3,5,0,0
2000312,1,12/24/2000,16,14,1016,2,4,0,0
2000313,1,10/12/2000,4,28,1004,5,3,0,0
2000314,1,10/17/2000,14,26,1014,4,3,0,0
2000315,1,1/21/2001,32,31,1032,1,3,0,0
2000316,1,10/29/2000,22,6,1022,1,2,0,0
2000317,1,4/10/2001,29,18,1029,0,3,0,0
2000318,1,12/13/2000,25,20,1025,3,4,0,0
2000319,1,6/4/2001,29,19,1029,3,1,0,0
2000320,1,12/3/2000,11,17,1011,3,1,0,0
2000321,1,2/8/2001,11,30,1011,0,2,0,0
2000322,1,3/5/2001,24,11,1024,4,2,0,0
2000323,1,2/6/2001,28,30,1028,5,4,0,0
2000324,1,5/8/2001,23,24,1023,5,0,0,0
2000325,1,12/19/2000,4,32,1004,1,0,0,0
2000326,1,2/16/2001,22,16,1022,5,2,0,0
2000327,1,4/7/2001,17,27,1017,3,2,1,0
2000328,1,3/3/2001,28,25,1028,0,2,0,0
2000329,1,1/15/2001,23,15,1023,5,0,0,0
2000330,1,3/27/2001,22,10,1022,5,4,1,1
2000331,1,4/20/2001,3,5,1003,2,1,1,1
2000332,1,1/20/2001,23,12,1023,1,2,1,0
2000333,1,10/6/2000,6,19,1006,3,4,0,0
2000334,1,10/5/2000,22,31,1022,5,4,0,0
2000335,1,11/24/2000,1,9,1001,2,3,1,0
2000336,1,3/23/2001,1,3,1001,0,1,0,0
2000337,1,11/26/2000,20,8,1020,5,1,0,0
2000338,1,12/16/2000,1,22,1001,4,3,0,0
2000339,1,11/19/2000,13,11,1013,3,1,0,0
2000340,1,11/11/2000,26,6,1026,1,0,0,0
2000341,1,11/22/2000,23,27,1023,3,2,0,0
2000342,1,12/2/2000,18,23,1018,4,3,0,0
2000343,1,2/1/2001,22,11,1022,0,1,1,1
2000344,1,5/2/2001,17,18,1017,6,5,1,1
2000345,1,5/15/2001,14,7,1014,3,5,0,0
2000346,1,11/5/2000,10,3,1010,5,6,1,0
2000347,1,6/12/2001,26,16,1026,2,1,1,1
2000348,1,5/20/2001,11,18,1011,4,0,0,0
2000349,1,2/25/2001,16,3,1016,5,2,0,0
2000350,1,1/12/2001,14,20,1014,5,4,1,0
2000351,1,10/4/2000,15,18,1015,3,5,0,0
2000352,1,12/9/2000,22,29,1022,5,4,1,1
2000353,1,2/20/2001,31,22,1031,5,4,1,1
2000354,1,1/14/2001,2,6,1002,2,3,0,0
2000355,1,2/22/2001,32,18,1032,5,0,0,0
2000356,1,1/5/2001,22,2,1022,4,3,0,0
2000357,1,10/15/2000,24,15,1024,5,4,0,0
2000358,1,1/1/2001,27,4,1027,5,3,0,0
2000359,1,6/15/2001,8,28,1008,2,4,0,0
2000360,1,2/18/2001,8,3,1008,0,1,1,0
2000361,1,5/3/2001,1,28,1001,3,1,0,0
2000362,1,4/8/2001,13,21,1013,2,1,0,0
2000363,1,11/2/2000,9,6,1009,5,2,0,0
2000364,1,5/7/2001,32,9,1032,0,4,0,0
2000365,1,3/1/2001,29,6,1029,3,2,0,0
2000366,1,11/17/2000,27,25,1027,3,4,1,1
2000367,1,10/23/2000,24,4,1024,4,2,0,0
2000368,1,12/28/2000,3,30,1003,4,5,0,0
2000369,1,10/30/2000,7,32,1007,3,0,0,0
2000370,1,4/11/2001,15,30,1015,1,0,1,1
2000371,1,4/13/2001,5,22,1005,2,4,0,0
2000372,1,10/22/2000,30,26,1030,4,2,0,0
2000373,1,12/8/2000,2,8,1002,5,4,0,0
2000374,1,10/13/2000,9,26,1009,2,1,1,1
2000375,1,5/19/2001,2,31,1002,2,1,0,0
2000376,1,4/25/2001,7,27,1007,1,5,0,0
2000377,1,4/3/2001,24,28,1024,4,1,0,0
2000378,1,1/4/2001,1,23,1001,5,3,0,0
2000379,1,2/28/2001,30,14,1030,1,3,0,0
2000380,1,3/12/2001,16,7,1016,1,3,0,0
2000381,1,10/14/2000,4,5,1004,3,2,0,0
2000382,1,10/2/2000,18,30,1018,0,1,0,0
2000383,1,4/26/2001,13,10,1013,4,5,0,0
2000384,1,1/27/2001,15,3,1015,0,1,0,0
2000385,1,12/5/2000,23,30,1023,2,3,0,0
2000386,1,5/12/2001,7,1,1007,4,3,1,1
2000387,1,12/23/2000,5,6,1005,2,3,1,1
2000388,1,2/14/2001,10,8,1010,2,5,0,0
2000389,1,6/11/2001,16,21,1016,5,2,0,0
2000390,1,5/10/2001,10,31,1010,4,5,0,0
2000391,1,4/22/2001,32,2,1032,1,0,0,0
2000392,1,10/21/2000,17,26,1017,1,0,0,0
2000393,1,4/2/2001,13,17,1013,3,0,0,0
2000394,1,1/19/2001,9,21,1009,4,1,0,0
2000395,1,12/11/2000,8,15,1008,2,1,0,0
2000396,1,3/16/2001,25,9,1025,0,3,0,0
2000397,1,11/1/2000,13,22,1013,2,0,0,0
2000398,1,10/27/2000,31,1,1031,5,4,0,0
2000399,1,12/29/2000,12,2,1012,3,0,0,0
2000400,1,6/14/2001,15,1,1015,3,4,1,0
2000401,1,1/29/2001,11,4,1011,5,4,1,1
2000402,1,11/7/2000,27,26,1027,1,5,0,0
2000403,1,10/25/2000,12,31,1012,5,3,0,0
2000404,1,12/1/2000,17,14,1017,2,0,0,0
2000405,1,1/10/2001,4,18,1004,4,2,0,0
2000406,1,5/13/2001,28,31,1028,3,2,0,0
2000407,1,2/5/2001,25,21,1025,3,1,0,0
2000408,1,10/18/2000,16,32,1016,4,5,0,0
2000409,1,3/24/2001,7,29,1007,1,5,0,0
2000410,1,11/13/2000,14,29,1014,2,1,1,0
2000411,1,5/9/2001,29,32,1029,1,5,0,0
2000412,1,3/18/2001,5,23,1005,4,5,0,0
2000413,1,6/5/2001,8,22,1008,2,3,0,0
2000414,1,1/16/2001,3,21,1003,1,3,0,0
2000415,1,1/26/2001,15,17,1015,0,3,0,0
2000416,1,11/10/2000,3,14,1003,2,1,0,0
2000417,1,5/31/2001,19,23,1019,4,3,1,1
2000418,1,4/1/2001,8,16,1008,2,4,0,0
2000419,1,1/31/2001,22,3,1022,5,1,0,0
2000420,1,5/18/2001,14,8,1014,2,5,0,0
2000421,1,2/26/2001,8,18,1008,2,1,1,0
2000422,1,4/12/2001,27,21,1027,3,1,0,0
2000423,1,12/6/2000,14,19,1014,2,0,0,0
2000424,1,3/10/2001,9,31,1009,5,0,0,0
2000425,1,3/31/2001,1,26,1001,3,1,0,0
2000426,1,4/15/2001,28,1,1028,3,4,1,0
2000427,1,6/7/2001,2,23,1002,5,1,0,0
2000428,1,11/3/2000,17,16,1017,2,5,0,0
2000429,1,1/23/2001,1,27,1001,1,2,1,1
2000430,1,6/1/2001,28,7,1028,5,0,0,0
2000431,1,12/4/2000,5,1,1005,2,5,0,0
2000432,1,5/26/2001,10,24,1010,0,1,1,1
2000433,1,3/25/2001,10,28,1010,5,2,0,0
2000434,1,12/31/2000,27,30,1027,1,4,0,0
2000435,1,3/30/2001,15,21,1015,4,3,1,0
2000436,1,1/17/2001,24,26,1024,4,5,0,0
2000437,1,1/18/2001,30,10,1030,2,1,1,0
2000438,1,5/21/2001,13,24,1013,3,1,0,0
2000439,1,1/24/2001,2,30,1002,5,4,0,0
2000440,1,3/28/2001,13,15,1013,5,1,0,0
2000441,1,5/29/2001,32,21,1032,2,5,0,0
2000442,1,4/30/2001,5,11,1005,0,5,0,0
2000443,1,5/11/2001,9,25,1009,4,2,0,0
2000444,1,5/28/2001,21,30,1021,2,3,1,0
2000445,1,2/23/2001,30,28,1030,2,4,0,0
2000446,1,12/7/2000,23,10,1023,4,3,1,1
2000447,1,1/2/2001,32,5,1032,1,2,0,0
2000448,1,12/30/2000,4,16,1004,6,5,1,1
2000449,1,6/13/2001,24,8,1024,1,0,0,0
2000450,1,10/11/2000,5,16,1005,3,2,0,0
2000451,1,12/17/2000,3,32,1003,2,4,0,0
2000452,1,4/16/2001,6,22,1006,4,2,0,0
2000453,1,5/4/2001,16,30,1016,5,4,0,0
2000454,1,2/4/2001,23,8,1023,3,4,0,0
2000455,1,10/1/2000,10,1,1010,6,5,1,0
2000456,1,10/10/2000,24,32,1024,5,0,0,0
2000457,1,2/9/2001,5,28,1005,3,2,0,0
2000458,1,6/6/2001,23,16,1023,5,4,0,0
2000459,1,11/14/2000,31,20,1031,5,2,0,0
2000460,1,3/13/2001,3,26,1003,3,0,0,0
2000461,1,1/9/2001,9,5,1009,4,0,0,0
2000462,1,3/14/2001,3,9,1003,2,1,0,0
2000463,1,3/19/2001,6,24,1006,0,4,0,0
2000464,1,1/3/2001,28,10,1028,4,3,1,0
2000465,1,12/22/2000,25,19,1025,5,6,1,0
2000466,1,10/31/2000,4,15,1004,5,1,0,0
2000467,1,2/24/2001,19,5,1019,5,3,0,0
2000468,1,11/15/2000,4,29,1004,1,2,0,0
2000469,1,12/25/2000,14,21,1014,2,1,1,1
2000470,1,2/17/2001,16,18,1016,2,1,0,0
2000471,1,1/30/2001,13,3,1013,2,3,1,0
2000472,1,2/3/2001,3,1,1003,2,5,0,0
2000473,1,1/7/2001,14,17,1014,4,3,0,0
2000474,1,11/12/2000,21,28,1021,2,3,0,0
2000475,1,6/2/2001,19,2,1019,0,1,1,1
2000476,1,5/5/2001,17,24,1017,0,2,0,0
2000477,1,3/7/2001,10,12,1010,0,5,0,0
2000478,1,10/16/2000,7,9,1007,0,2,0,0
2000479,1,2/7/2001,5,4,1005,2,3,1,1
2000480,1,4/23/2001,22,21,1022,4,3,1,1
2000481,1,11/25/2000,9,20,1009,1,3,0,0
2000482,1,12/10/2000,23,13,1023,2,1,1,0
2000483,1,2/12/2001,1,12,1001,3,4,0,0
2000484,1,10/19/2000,10,14,1010,4,5,0,0
2000485,1,10/26/2000,30,8,1030,5,4,0,0
2000486,1,1/8/2001,2,1,1002,4,5,1,1
2000487,1,10/24/2000,11,20,1011,4,3,0,0
2000488,1,11/21/2000,30,25,1030,2,3,0,0
2000489,1,12/20/2000,16,8,1016,1,2,1,1
2000490,1,1/25/2001,21,24,1021,3,1,0,0
2000491,1,3/8/2001,26,19,1026,2,1,0,0
2000492,1,10/20/2000,7,10,1007,5,3,0,0
2000493,1,2/13/2001,8,32,1008,3,4,0,0
2000494,1,10/28/2000,13,32,1013,4,0,0,0
2000495,1,12/14/2000,13,6,1013,0,1,0,0
2000496,1,3/9/2001,31,3,1031,4,3,0,0
2000497,1,5/6/2001,17,31,1017,0,4,0,0
2000498,1,4/21/2001,18,7,1018,1,2,1,0
